"participant","legend","stimulus_type","answer","label","total_rt"
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 5+<b>Group</b>_4+<b>Question</b>_Is Maggie aware that Martin is coming to the party?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 5+<b>Group</b>_4+<b>Question</b>_Is Maggie aware that Martin is coming to the party?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_4+<b>Question</b>_Does Katie realize that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_4+<b>Question</b>_Does Katie realize that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 12+<b>Group</b>_4+<b>Question</b>_Does Katie realize that Robbie is going to the exhibition?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_4+<b>Question</b>_Does Lesley appreciate that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_4+<b>Question</b>_Does Lesley appreciate that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 20+<b>Group</b>_4+<b>Question</b>_Does Lesley appreciate that Will is travelling to East Asia?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 21+<b>Group</b>_4+<b>Question</b>_Is Jackie aware that Ed is coming to the family reunion?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 21+<b>Group</b>_4+<b>Question</b>_Is Jackie aware that Ed is coming to the family reunion?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 21+<b>Group</b>_4+<b>Question</b>_Is Jackie aware that Ed is coming to the family reunion?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_4+<b>Question</b>_Does Lisa realize that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_4+<b>Question</b>_Does Lisa realize that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogVerbYes+<b>Item</b>_Critical 2+<b>Group</b>_4+<b>Question</b>_Does Lisa realize that Andrew is going to the conference dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1CogVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj23+<b>Group</b>_4+<b>Question</b>_Is Tricia visiting her friends and her relatives?+<b>Answer</b>_Yes%2C although she's only going for a short visit.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj23+<b>Group</b>_4+<b>Question</b>_Is Tricia visiting her friends and her relatives?+<b>Answer</b>_Yes%2C although she's only going for a short visit.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj23+<b>Group</b>_4+<b>Question</b>_Is Tricia visiting her friends and her relatives?+<b>Answer</b>_Yes%2C although she's only going for a short visit.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_4+<b>Question</b>_Is Maria happy that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_4+<b>Question</b>_Is Maria happy that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 7+<b>Group</b>_4+<b>Question</b>_Is Maria happy that Mike is moving back to Chicago?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj20+<b>Group</b>_4+<b>Question</b>_Is Lana going to the colloquium and the panel?+<b>Answer</b>_Yes%2C although she's only going because she has to.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj20+<b>Group</b>_4+<b>Question</b>_Is Lana going to the colloquium and the panel?+<b>Answer</b>_Yes%2C although she's only going because she has to.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj20+<b>Group</b>_4+<b>Question</b>_Is Lana going to the colloquium and the panel?+<b>Answer</b>_Yes%2C although she's only going because she has to.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_4+<b>Question</b>_Does Mary appreciate that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_4+<b>Question</b>_Does Mary appreciate that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 4+<b>Group</b>_4+<b>Question</b>_Does Mary appreciate that James is travelling to Europe?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink23+<b>Group</b>_4+<b>Question</b>_Does Dan think that Liz is moving to London?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink23+<b>Group</b>_4+<b>Question</b>_Does Dan think that Liz is moving to London?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink23+<b>Group</b>_4+<b>Question</b>_Does Dan think that Liz is moving to London?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_4+<b>Question</b>_Does Maria appreciate that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_4+<b>Question</b>_Does Maria appreciate that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoVerbYes+<b>Item</b>_Critical 10+<b>Group</b>_4+<b>Question</b>_Does Maria appreciate that Chris is going to the dinner?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoVerbYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj5+<b>Group</b>_4+<b>Question</b>_Is Dean travelling to Japan and Korea?+<b>Answer</b>_Yes%2C although he's not going to Japan.","F","NotNatural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj5+<b>Group</b>_4+<b>Question</b>_Is Dean travelling to Japan and Korea?+<b>Answer</b>_Yes%2C although he's not going to Japan.","F","NotNatural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj5+<b>Group</b>_4+<b>Question</b>_Is Dean travelling to Japan and Korea?+<b>Answer</b>_Yes%2C although he's not going to Japan.","F","NotNatural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink13+<b>Group</b>_4+<b>Question</b>_Does Dave think that Joanna is coming to the graduation party?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink13+<b>Group</b>_4+<b>Question</b>_Does Dave think that Joanna is coming to the graduation party?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink13+<b>Group</b>_4+<b>Question</b>_Does Dave think that Joanna is coming to the graduation party?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_4+<b>Question</b>_Is Liz happy that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","NotNatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_4+<b>Question</b>_Is Liz happy that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","NotNatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 23+<b>Group</b>_4+<b>Question</b>_Is Liz happy that Dan is moving back to Florida?+<b>Answer</b>_Yes%2C although he isn't.","C","NotNatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink7+<b>Group</b>_4+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink7+<b>Group</b>_4+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink7+<b>Group</b>_4+<b>Question</b>_Does Mike think that Maria is moving back to New York?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 13+<b>Group</b>_4+<b>Question</b>_Is Joanna happy that Dave is coming to the graduation ceremony?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 13+<b>Group</b>_4+<b>Question</b>_Is Joanna happy that Dave is coming to the graduation ceremony?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_EmoAdjYes+<b>Item</b>_Critical 13+<b>Group</b>_4+<b>Question</b>_Is Joanna happy that Dave is coming to the graduation ceremony?+<b>Answer</b>_Yes%2C although he isn't.","C","CompUnnatural","Exp1EmoAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink10+<b>Group</b>_4+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink10+<b>Group</b>_4+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink10+<b>Group</b>_4+<b>Question</b>_Does Chris think that Maria is going to the gala dinner?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj18+<b>Group</b>_4+<b>Question</b>_Is Sharon coming to the wedding and the bar mitzvah?+<b>Answer</b>_Yes%2C although she's not coming to the wedding.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj18+<b>Group</b>_4+<b>Question</b>_Is Sharon coming to the wedding and the bar mitzvah?+<b>Answer</b>_Yes%2C although she's not coming to the wedding.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj18+<b>Group</b>_4+<b>Question</b>_Is Sharon coming to the wedding and the bar mitzvah?+<b>Answer</b>_Yes%2C although she's not coming to the wedding.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj7+<b>Group</b>_4+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not very keen on his family.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj7+<b>Group</b>_4+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not very keen on his family.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj7+<b>Group</b>_4+<b>Question</b>_Is Ken visiting his parents and his sister?+<b>Answer</b>_Yes%2C although he's not very keen on his family.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj15+<b>Group</b>_4+<b>Question</b>_Is Louise visiting her old high school and her old middle school?+<b>Answer</b>_Yes%2C although she's not visting her old high school.","F","Natural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj15+<b>Group</b>_4+<b>Question</b>_Is Louise visiting her old high school and her old middle school?+<b>Answer</b>_Yes%2C although she's not visting her old high school.","F","Natural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj15+<b>Group</b>_4+<b>Question</b>_Is Louise visiting her old high school and her old middle school?+<b>Answer</b>_Yes%2C although she's not visting her old high school.","F","Natural","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink18+<b>Group</b>_4+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although he thinks that only Sue is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink18+<b>Group</b>_4+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although he thinks that only Sue is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink18+<b>Group</b>_4+<b>Question</b>_Does Joel think that Becky is going to the lecture?+<b>Answer</b>_Yes%2C although he thinks that only Sue is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj4+<b>Group</b>_4+<b>Question</b>_Is Tim going to the museum and the orchestra?+<b>Answer</b>_Yes%2C although he's not that into live music.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj4+<b>Group</b>_4+<b>Question</b>_Is Tim going to the museum and the orchestra?+<b>Answer</b>_Yes%2C although he's not that into live music.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj4+<b>Group</b>_4+<b>Question</b>_Is Tim going to the museum and the orchestra?+<b>Answer</b>_Yes%2C although he's not that into live music.","F","CompNatural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj10+<b>Group</b>_4+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's only coming for a bit.","F","Natural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj10+<b>Group</b>_4+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's only coming for a bit.","F","Natural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjGoodYes+<b>Item</b>_FillerConj10+<b>Group</b>_4+<b>Question</b>_Is Jim coming to the show and the afterparty?+<b>Answer</b>_Yes%2C although he's only coming for a bit.","F","Natural","Exp1ConjGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink20+<b>Group</b>_4+<b>Question</b>_Does Will think that Lesley is travelling to the West Coast?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink20+<b>Group</b>_4+<b>Question</b>_Does Will think that Lesley is travelling to the West Coast?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkGoodYes+<b>Item</b>_FillerThink20+<b>Group</b>_4+<b>Question</b>_Does Will think that Lesley is travelling to the West Coast?+<b>Answer</b>_Yes%2C although she isn't.","F","CompNatural","Exp1ThinkGoodYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_4+<b>Question</b>_Is Hannah aware that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","Unnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_4+<b>Question</b>_Is Hannah aware that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","Unnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_CogAdjYes+<b>Item</b>_Critical 15+<b>Group</b>_4+<b>Question</b>_Is Hannah aware that Ted is moving back to Philly?+<b>Answer</b>_Yes%2C although he isn't.","C","Unnatural","Exp1CogAdjYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj2+<b>Group</b>_4+<b>Question</b>_Is Luke visiting John and Michael?+<b>Answer</b>_Yes%2C although he's not visiting John.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj2+<b>Group</b>_4+<b>Question</b>_Is Luke visiting John and Michael?+<b>Answer</b>_Yes%2C although he's not visiting John.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj2+<b>Group</b>_4+<b>Question</b>_Is Luke visiting John and Michael?+<b>Answer</b>_Yes%2C although he's not visiting John.","F","Average","Exp1ConjBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink21+<b>Group</b>_4+<b>Question</b>_Does Ed think that Jackie is coming to the Thanksgiving dinner?+<b>Answer</b>_Yes%2C although he thinks that only Ruth is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink21+<b>Group</b>_4+<b>Question</b>_Does Ed think that Jackie is coming to the Thanksgiving dinner?+<b>Answer</b>_Yes%2C although he thinks that only Ruth is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink21+<b>Group</b>_4+<b>Question</b>_Does Ed think that Jackie is coming to the Thanksgiving dinner?+<b>Answer</b>_Yes%2C although he thinks that only Ruth is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink5+<b>Group</b>_4+<b>Question</b>_Does Martin think that Maggie is coming to his graduation party?+<b>Answer</b>_Yes%2C although he thinks that only Karen is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink5+<b>Group</b>_4+<b>Question</b>_Does Martin think that Maggie is coming to his graduation party?+<b>Answer</b>_Yes%2C although he thinks that only Karen is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ThinkBadYes+<b>Item</b>_FillerThink5+<b>Group</b>_4+<b>Question</b>_Does Martin think that Maggie is coming to his graduation party?+<b>Answer</b>_Yes%2C although he thinks that only Karen is.","F","CompUnnatural","Exp1ThinkBadYes",610500
13,"<p style='display:none;'><b>Block</b>_1+<b>Cond</b>_ConjBadYes+<b>Item</b>_FillerConj21+<b>Group</b>_4+<b>Question</b>_Is Liz travelling to Finland and Norway?+<b>Answer</b>_Yes%2C although she's not travelling to Finland.","F","Average","Exp1ConjBadYes",610500
